Contact ID,Account ID,Created By ID,Created Date,Deleted,Email,Email Bounced Date,Email Bounced Reason,First Name,Full Name,Individual ID,Is Email Bounced,Jigsaw Contact ID,Last Activity,Last Modified By ID,Last Modified Date,Last Name,Last Referenced Date,Last Stay-in-Touch Request Date,Last Stay-in-Touch Save Date,Last Viewed Date,Master Record ID,Mobile Phone,Owner ID,Photo URL,Record Type ID,Salutation,System Modstamp,등급,본체 최근 90일 구매 금액,상담횟수,유형,주변기기 최근 90일 구매 금액,휴대폰 번호
"003IS000004igwmYAA","001IS0000030eGDYAY","005IS000000hmTAYAY","03/17/2024T10:04:56.000Z","false","jjj@pjt.com","","","씨","김 씨","","false","","","005IS000000heJJYAY","03/24/2024T15:00:11.000Z","김","","","","","","","005IS000000hmTAYAY","","012IS000000PJYTYA4","Mr.","03/24/2024T15:00:11.000Z","B등급","2950000.0","1.0","구매 고객","0.0","01098987878"
"003IS000004igzvYAA","001IS0000030eGDYAY","005IS000000hmTAYAY","03/17/2024T10:42:17.000Z","false","as@pjt.com","","","씨","전 씨","","false","","","005IS000000heJJYAY","03/18/2024T05:12:21.000Z","전","","","","","","","005IS000000hmTAYAY","","012IS000000PJYTYA4","Mr.","03/18/2024T05:12:21.000Z","D등급","0.0","1.0","상담 고객","0.0","01078977888"
"003IS000001ikMjYAI","001IS0000030eFZYAY","005IS000000hmLtYAI","03/14/2024T10:24:17.000Z","false","linolousky@gmail.com","","","주원","김 주원","","false","","","005IS000000heJJYAY","03/24/2024T15:00:11.000Z","김","","","","","","","005IS000000hmLtYAI","","012IS000000PJYTYA4","","03/24/2024T15:00:11.000Z","B등급","1940000.0","2.0","구매 고객","80000.0","010-8843-8282"
"003IS000001ikMkYAI","001IS0000030eFKYAY","005IS000000hmU3YAI","03/14/2024T10:49:33.000Z","false","","","","기범","홍 기범","","false","","","005IS000000heJJYAY","03/24/2024T15:00:11.000Z","홍","","","","","","","005IS000000hmU3YAI","","012IS000000PJYTYA4","","03/24/2024T15:00:11.000Z","A등급","6400000.0","1.0","구매 고객","1275000.0","010-2354-6789"
"003IS000001ikjEYAQ","","005IS000000hvmHYAQ","03/14/2024T10:22:29.000Z","false","koeun43@pjt.com","","","고은","김 고은","","false","","","005IS000000heJJYAY","03/18/2024T05:12:21.000Z","김","","","","","","","005IS000000hvmHYAQ","","012IS000000PJYTYA4","","03/18/2024T05:12:21.000Z","D등급","0.0","0.0","상담 고객","0.0","01049586758"
"003IS000001imjXYAQ","001IS0000030eFKYAY","005IS000000hmU3YAI","03/14/2024T10:25:31.000Z","false","","","","정혜","현 정혜","","false","","","005IS000000heJJYAY","03/24/2024T15:00:11.000Z","현","","","","","","","005IS000000hmU3YAI","","012IS000000PJYTYA4","","03/24/2024T15:00:11.000Z","B등급","2140000.0","3.0","구매 고객","225000.0","010-8375-2934"
"003IS000001ikZfYAI","001IS0000030e5aYAA","005IS000000hmTKYAY","03/14/2024T10:51:39.000Z","false","juseungpark@naver.com","","","남길","김 남길","","false","","","005IS000000heJJYAY","03/24/2024T15:00:11.000Z","김","","","","","","","005IS000000hmTKYAY","","012IS000000PJYTYA4","","03/24/2024T15:00:11.000Z","C등급","0.0","2.0","구매 고객","609000.0","01024353104"
"003IS000001ikZgYAI","001IS0000030e5aYAA","005IS000000hmTKYAY","03/14/2024T10:53:34.000Z","false","cupark31@pjt.com","","","찬욱","박 찬욱","","false","","","005IS000000heJJYAY","03/24/2024T15:00:11.000Z","박","","","","","","","005IS000000hmTKYAY","","012IS000000PJYTYA4","","03/24/2024T15:00:11.000Z","A등급","2.403E7","2.0","구매 고객","188000.0","01043234949"
"003IS000001imnoYAA","001IS0000030eFtYAI","005IS000000hmLyYAI","03/14/2024T11:13:51.000Z","false","qqww@pjt.com","","","석진","김 석진","","false","","","005IS000000heJJYAY","03/24/2024T15:00:11.000Z","김","","","","","","","005IS000000hmLyYAI","","012IS000000PJYTYA4","Mr.","03/24/2024T15:00:11.000Z","B등급","1550000.0","2.0","구매 고객","1080000.0","01032221166"
"003IS000001imneYAA","","005IS000000hmTKYAY","03/14/2024T11:09:53.000Z","false","bright@pjt.com","","","광규","이 광규","","false","","","005IS000000heJJYAY","03/18/2024T05:12:21.000Z","이","","","","","","","005IS000000hmTKYAY","","012IS000000PJYTYA4","","03/18/2024T05:12:21.000Z","D등급","0.0","0.0","상담 고객","0.0","01043350320"
"003IS000001imnfYAA","","005IS000000hmTKYAY","03/14/2024T11:10:52.000Z","false","sing@pjt.com","","","종국","송 종국","","false","","","005IS000000heJJYAY","03/18/2024T05:12:21.000Z","송","","","","","","","005IS000000hmTKYAY","","012IS000000PJYTYA4","","03/18/2024T05:12:21.000Z","D등급","0.0","0.0","상담 고객","0.0","01048577789"
"003IS000001imngYAA","","005IS000000hmTKYAY","03/14/2024T11:11:56.000Z","false","characteristic@pjt.com","","","인성","조 인성","","false","","","005IS000000heJJYAY","03/18/2024T05:12:21.000Z","조","","","","","","","005IS000000hmTKYAY","","012IS000000PJYTYA4","","03/18/2024T05:12:21.000Z","D등급","0.0","2.0","상담 고객","0.0","01039392020"
"003IS000001imnUYAQ","001IS0000030eGDYAY","005IS000000hmTAYAY","03/14/2024T11:07:35.000Z","false","sjdj@pjt.com","","","성종","이 성종","","false","","","005IS000000heJJYAY","03/24/2024T15:00:11.000Z","이","","","","","","","005IS000000hmTAYAY","","012IS000000PJYTYA4","Mrs.","03/24/2024T15:00:11.000Z","A등급","1.818E7","3.0","구매 고객","160000.0","01022565598"
"003IS000001imnVYAQ","001IS0000030eFtYAI","005IS000000hmLyYAI","03/14/2024T11:12:28.000Z","false","poo@pjt.com","","","지민","박 지민","","false","","","005IS000000heJJYAY","03/24/2024T15:00:11.000Z","박","","","","","","","005IS000000hmLyYAI","","012IS000000PJYTYA4","Mr.","03/24/2024T15:00:11.000Z","A등급","3.199E7","1.0","구매 고객","2684000.0","01073723075"
"003IS000004iWGwYAM","001IS0000030ceJYAQ","005IS000000hyV1YAI","03/16/2024T07:08:53.000Z","false","skawngur@pjt.com","","","주혁","남 주혁","","false","","","005IS000000heJJYAY","03/24/2024T15:00:11.000Z","남","03/16/2024T08:19:54.000Z","","","03/16/2024T08:19:54.000Z","","","005IS000000hyV1YAI","","012IS000000PJYTYA4","Mr.","03/24/2024T15:00:11.000Z","A등급","6200000.0","3.0","구매 고객","0.0","01077332288"
"003IS000004iQDkYAM","001IS0000030ceJYAQ","005IS000000hyV1YAI","03/15/2024T04:45:02.000Z","false","jyj@pjt.com","","","은우","차 은우","","false","","","005IS000000heJJYAY","03/18/2024T05:12:21.000Z","차","03/18/2024T03:40:16.000Z","","","03/18/2024T03:40:16.000Z","","","005IS000000hyV1YAI","","012IS000000PJYTYA4","Mr.","03/18/2024T05:12:21.000Z","A등급","1.319E7","5.0","구매 고객","168000.0","01014144443"
"003IS000004igrDYAQ","001IS0000030ceJYAQ","005IS000000hyV1YAI","03/17/2024T08:55:15.000Z","false","leesu@pjt.com","","","수근","이 수근","","false","","","005IS000000heJJYAY","03/18/2024T05:12:21.000Z","이","","","","","","","005IS000000hyV1YAI","","012IS000000PJYTYA4","Mr.","03/18/2024T05:12:21.000Z","D등급","0.0","0.0","구매 고객","0.0","01022135885"
"003IS000004igrXYAQ","001IS0000030ceJYAQ","005IS000000hyV1YAI","03/17/2024T08:57:53.000Z","false","jeong@pjt.com","","","현수","정 현수","","false","","","005IS000000heJJYAY","03/24/2024T15:00:11.000Z","정","","","","","","","005IS000000hyV1YAI","","012IS000000PJYTYA4","Mr.","03/24/2024T15:00:11.000Z","A등급","1.114E7","1.0","구매 고객","0.0","01098411123"
"003IS000001imnLYAQ","001IS0000030eFtYAI","005IS000000hmLyYAI","03/14/2024T11:13:02.000Z","false","hyung@pjt.com","","","태형","김 태형","","false","","","005IS000000heJJYAY","03/24/2024T15:00:11.000Z","김","","","","","","","005IS000000hmLyYAI","","012IS000000PJYTYA4","Mr.","03/24/2024T15:00:11.000Z","A등급","4.372E7","1.0","구매 고객","0.0","01078975456"
"003IS000001imnKYAQ","001IS0000030eGDYAY","005IS000000hmTAYAY","03/14/2024T11:06:29.000Z","false","sall@pjt.com","","","성열","이 성열","","false","","","005IS000000heJJYAY","03/24/2024T15:00:11.000Z","이","","","","","","","005IS000000hmTAYAY","","012IS000000PJYTYA4","Ms.","03/24/2024T15:00:11.000Z","A등급","9300000.0","2.0","구매 고객","0.0","01060602323"
"003IS000001imjcYAA","001IS0000030eFKYAY","005IS000000hmU3YAI","03/14/2024T10:25:55.000Z","false","","","","성근","손 성근","","false","","","005IS000000heJJYAY","03/24/2024T15:00:11.000Z","손","","","","","","","005IS000000hmU3YAI","","012IS000000PJYTYA4","","03/24/2024T15:00:11.000Z","C등급","1370000.0","2.0","구매 고객","133000.0","010-2245-6045"
"003IS000004iQKHYA2","001IS00000312btYAA","005IS000000hx21YAA","03/15/2024T05:33:24.000Z","false","mayongseko@pjt.com","","","용석","마 용석","","false","","","005IS000000heJJYAY","03/24/2024T15:00:11.000Z","마","","","","","","","005IS000000hx21YAA","","012IS000000PJYTYA4","Mr.","03/24/2024T15:00:11.000Z","C등급","0.0","1.0","구매 고객","330000.0","01020203788"
"003IS000004iQKIYA2","001IS0000030eFZYAY","005IS000000hx21YAA","03/15/2024T06:13:25.000Z","false","kokurye@pjt.com","","","구려","고 구려","","false","","","005IS000000heJJYAY","03/24/2024T15:00:11.000Z","고","","","","","","","005IS000000hx21YAA","","012IS000000PJYTYA4","Mr.","03/24/2024T15:00:11.000Z","A등급","8330000.0","3.0","구매 고객","28000.0","01099382134"
"003IS000001imkuYAA","001IS0000030eFZYAY","005IS000000hmLtYAI","03/14/2024T10:39:05.000Z","false","","","","소리","현 소리","","false","","","005IS000000heJJYAY","03/24/2024T15:00:11.000Z","현","","","","","","","005IS000000hmLtYAI","","012IS000000PJYTYA4","","03/24/2024T15:00:11.000Z","C등급","0.0","2.0","구매 고객","101000.0","010-2123-3704"
"003IS000004iYq4YAE","","005IS000000hyV1YAI","03/16/2024T08:59:45.000Z","false","rer@pjt.com","","","씨","장 씨","","false","","","005IS000000heJJYAY","03/18/2024T05:12:21.000Z","장","03/17/2024T09:51:53.000Z","","","03/17/2024T09:51:53.000Z","","","005IS000000hyV1YAI","","012IS000000PJYTYA4","Mr.","03/18/2024T05:12:21.000Z","D등급","0.0","0.0","상담 고객","0.0","0101010101"
"003IS000001ikjoYAA","001IS0000030eFtYAI","005IS000000hmLyYAI","03/14/2024T11:13:26.000Z","false","assw@pjt.com","","","정국","전 정국","","false","","","005IS000000heJJYAY","03/24/2024T15:00:11.000Z","전","","","","","","","005IS000000hmLyYAI","","012IS000000PJYTYA4","Ms.","03/24/2024T15:00:11.000Z","B등급","0.0","1.0","구매 고객","3600000.0","01088976645"
"003IS000001ikjpYAA","001IS0000030eFtYAI","005IS000000hmLyYAI","03/14/2024T11:14:13.000Z","false","fkfk@pjt.com","","","윤기","민 윤기","","false","","","005IS000000heJJYAY","03/18/2024T05:12:21.000Z","민","","","","","","","005IS000000hmLyYAI","","012IS000000PJYTYA4","Mr.","03/18/2024T05:12:21.000Z","D등급","0.0","2.0","상담 고객","0.0","01098779855"
"003IS000001ikjnYAA","001IS0000030eGDYAY","005IS000000hmTAYAY","03/14/2024T10:23:05.000Z","false","yu1@pjt.com","","","성규","김 성규","","false","","","005IS000000heJJYAY","03/24/2024T15:00:11.000Z","김","03/17/2024T10:42:00.000Z","","","03/17/2024T10:42:00.000Z","","","005IS000000hmTAYAY","","012IS000000PJYTYA4","Mr.","03/24/2024T15:00:11.000Z","A등급","7.499E7","3.0","구매 고객","2555000.0","01046457878"
"003IS000004ihDiYAI","001IS0000030eGDYAY","005IS000000hmTAYAY","03/17/2024T15:15:56.000Z","false","gh@pjt.com","","","서울","전 서울","","false","","","005IS000000heJJYAY","03/24/2024T15:00:11.000Z","전","","","","","","","005IS000000hmTAYAY","","012IS000000PJYTYA4","Ms.","03/24/2024T15:00:11.000Z","B등급","3100000.0","1.0","구매 고객","34000.0","01045554444"
"003IS000004ihDjYAI","001IS0000030eGDYAY","005IS000000hmTAYAY","03/17/2024T15:31:35.000Z","false","jy@pjt.com","","","흥민","손 흥민","","false","","","005IS000000heJJYAY","03/24/2024T15:00:11.000Z","손","03/18/2024T03:44:49.000Z","","","03/18/2024T03:44:49.000Z","","","005IS000000hmTAYAY","","012IS000000PJYTYA4","Ms.","03/24/2024T15:00:11.000Z","B등급","4500000.0","1.0","구매 고객","0.0","01098988888"
"003IS000004ihDJYAY","001IS0000030eGDYAY","005IS000000hmTAYAY","03/17/2024T15:07:37.000Z","false","msm@pjt.com","","","아영","김 아영","","false","","","005IS000000heJJYAY","03/24/2024T15:00:11.000Z","김","","","","","","","005IS000000hmTAYAY","","012IS000000PJYTYA4","Mr.","03/24/2024T15:00:11.000Z","B등급","2460000.0","1.0","구매 고객","34000.0","01012341234"
"003IS000004ijnQYAQ","001IS0000030ceJYAQ","005IS000000hyV1YAI","03/18/2024T05:11:18.000Z","false","","","","싹","새 싹","","false","","","005IS000000heJJYAY","03/24/2024T15:00:11.000Z","새","03/18/2024T05:22:19.000Z","","","03/18/2024T05:22:19.000Z","","","005IS000000hyV1YAI","","012IS000000PJYTYA4","Mr.","03/24/2024T15:00:11.000Z","C등급","1550000.0","1.0","구매 고객","0.0","010008382939"
"003IS000004ihreYAA","001IS0000030eGDYAY","005IS000000hmTAYAY","03/18/2024T03:13:26.000Z","false","ki@pjt.com","","","지윤","김 지윤","","false","","","005IS000000heJJYAY","03/24/2024T15:00:11.000Z","김","03/18/2024T03:44:44.000Z","","","03/18/2024T03:44:44.000Z","","","005IS000000hmTAYAY","","012IS000000PJYTYA4","Mr.","03/24/2024T15:00:11.000Z","A등급","1.512E7","2.0","구매 고객","152000.0","01011223300"
"003IS000004ijltYAA","001IS0000030eGDYAY","005IS000000hmTAYAY","03/18/2024T04:58:14.000Z","false","jjs@naver.com","","","새씩","전 새씩","","false","","","005IS000000heJJYAY","03/18/2024T05:12:21.000Z","전","03/18/2024T05:08:23.000Z","","","03/18/2024T05:08:23.000Z","","","005IS000000hmTAYAY","","012IS000000PJYTYA4","Mr.","03/18/2024T05:12:21.000Z","D등급","0.0","1.0","상담 고객","0.0","01078946550"
"003IS000004iSGDYA2","001IS0000030ceJYAQ","005IS000000hyV1YAI","03/15/2024T09:40:30.000Z","false","sa@pjt.com","","","소희","한 소희","","false","","","005IS000000heJJYAY","03/24/2024T15:00:11.000Z","한","","","","","","","005IS000000hyV1YAI","","012IS000000PJYTYA4","Ms.","03/24/2024T15:00:11.000Z","C등급","0.0","1.0","구매 고객","135000.0","01022334455"
"003IS000004iXUoYAM","001IS0000030ceJYAQ","005IS000000hyV1YAI","03/16/2024T08:20:05.000Z","false","skks@pjt.om","","","씨","이 씨","","false","","","005IS000000heJJYAY","03/24/2024T15:00:11.000Z","이","03/17/2024T09:52:10.000Z","","","03/17/2024T09:52:10.000Z","","","005IS000000hyV1YAI","","012IS000000PJYTYA4","Ms.","03/24/2024T15:00:11.000Z","B등급","3870000.0","1.0","구매 고객","0.0","01023221111"
